1426701686.56, 438.37, 3.283, 0
1426701686.76, 387.55, 3.568, 0
1426701686.96, 285.9, 3.666, 0
1426701687.16, 133.42, 3.566, 0
1426701687.36, 44.47, 3.65, 0
1426701687.56, -177.89, 3.58, 0
1426701687.76, -196.95, 2.787, 0
1426701687.96, -196.95, 1.763, 0
1426701688.16, -203.3, 1.245, 0
1426701688.36, -222.36, 0.902, 0
1426701688.56, -228.72, 0.669, 0
1426701688.76, -222.36, 0.501, 0
1426701688.96, -216.01, 0.335, 0
1426701689.16, -216.01, 0.285, 0
1426701689.36, -209.66, 0.249, 0
1426701689.56, -171.54, 0.188, 0
1426701689.76, -139.77, 0.188, 0
1426701689.96, -63.53, 0.167, 0
1426701690.16, 25.41, 0.156, 0
1426701690.36, 69.89, 0.158, 0
1426701690.56, 101.65, 0.178, 0
1426701690.76, 1245.23, 0.169, 1
1426701690.96, 1505.72, 0.776, 1
1426701691.16, 1537.48, 1.693, 1
1426701691.36, 1359.59, 2.938, 1
1426701691.56, 1365.95, 3.985, 1
1426701691.76, 1213.47, 5.26, 1
1426701691.96, 1181.7, 6.582, 1
1426701692.16, 1137.23, 8.141, 1
1426701692.36, 940.28, 10.121, 0
1426701692.56, 768.74, 11.788, 0
1426701692.76, 565.44, 14.081, 0
1426701692.96, 406.61, 14.945, 0
1426701693.16, 82.59, 15.981, 0
1426701693.36, 95.3, 15.54, 0
1426701693.56, -120.71, 15.878, 0
1426701693.76, -184.24, 13.617, 0
1426701693.96, -203.3, 9.475, 0
1426701694.16, -196.95, 6.473, 0
1426701694.36, -190.6, 4.618, 0
1426701694.56, -190.6, 3.536, 0
1426701694.76, -190.6, 2.646, 0
1426701694.96, -184.24, 1.784, 0
1426701695.16, -184.24, 1.331, 0
1426701695.36, -158.83, 1.011, 0
1426701695.56, -152.48, 0.758, 0
1426701695.76, -146.12, 0.67, 0
1426701695.96, -114.36, 0.531, 0
1426701696.16, -76.24, 0.435, 0
1426701696.36, -25.41, 0.391, 0
1426701696.56, 63.53, 0.321, 0
1426701696.76, 374.84, 0.341, 0
1426701696.96, 1022.87, 0.39, 1
1426701697.16, 832.27, 0.894, 0
1426701697.36, 991.11, 1.503, 0
1426701697.56, 1003.81, 2.61, 1
1426701697.76, 876.75, 3.412, 0
1426701697.96, 864.04, 4.064, 0
1426701698.16, 800.51, 4.748, 0
1426701698.36, 654.38, 5.593, 0
1426701698.56, 546.38, 6.119, 0
1426701698.76, 425.67, 6.383, 0
1426701698.96, 336.72, 6.78, 0
1426701699.16, 241.42, 6.793, 0
1426701699.36, 95.3, 6.635, 0
1426701699.56, 101.65, 6.768, 0
1426701699.76, -196.95, 6.598, 0
1426701699.96, -196.95, 5.31, 0
1426701700.16, -177.89, 3.938, 0
1426701700.36, -190.6, 3.05, 0
1426701700.56, -203.3, 2.042, 0
1426701700.76, -196.95, 1.315, 0
1426701700.96, -190.6, 1.029, 0
1426701701.16, -177.89, 0.73, 0
1426701701.36, -177.89, 0.535, 0
1426701701.56, -165.18, 0.433, 0
1426701701.76, -139.77, 0.363, 0
1426701701.96, -108.01, 0.284, 0
1426701702.16, -57.18, 0.252, 0
1426701702.36, 38.12, 0.231, 0
1426701702.56, 57.18, 0.235, 0
1426701702.76, 362.13, 0.197, 0
1426701702.96, 978.4, 0.242, 0
1426701703.16, 1086.4, 0.875, 1
1426701703.36, 1022.87, 1.604, 1
1426701703.56, 965.69, 2.427, 0
1426701703.76, 883.1, 3.139, 0
1426701703.96, 800.51, 3.799, 0
1426701704.16, 775.1, 4.28, 0
1426701704.36, 667.09, 5.137, 0
1426701704.56, 476.49, 5.391, 0
1426701704.76, 311.31, 5.897, 0
1426701704.96, 95.3, 5.718, 0
1426701705.16, 108.01, 5.959, 0
1426701705.36, -114.36, 5.814, 0
1426701705.56, -171.54, 5.22, 0
1426701705.76, -177.89, 4.16, 0
1426701705.96, -184.24, 3.075, 0
1426701706.16, -190.6, 2.045, 0
1426701706.36, -184.24, 1.422, 0
1426701706.56, -184.24, 1.056, 0
1426701706.76, -184.24, 0.751, 0
1426701706.96, -165.18, 0.555, 0
1426701707.16, -146.12, 0.466, 0
1426701707.36, -120.71, 0.373, 0
1426701707.56, -38.12, 0.354, 0
1426701707.76, -25.41, 0.34, 0
1426701707.96, 25.41, 0.342, 0
1426701708.16, 133.42, 0.3, 0
1426701708.36, 381.19, 0.273, 0
1426701708.56, 984.75, 0.413, 0
1426701708.76, 1029.22, 1.066, 1
1426701708.96, 1003.81, 1.833, 1
1426701709.16, 933.93, 2.693, 0
1426701709.36, 927.57, 3.356, 0
1426701709.56, 800.51, 3.95, 0
1426701709.76, 679.8, 4.611, 0
1426701709.96, 533.67, 4.933, 0
1426701710.16, 355.78, 5.43, 0
1426701710.36, 127.06, 5.465, 0
1426701710.56, 101.65, 5.294, 0
1426701710.76, -38.12, 5.407, 0
1426701710.96, -177.89, 5.207, 0
1426701711.16, -196.95, 3.873, 0
1426701711.36, -203.3, 2.613, 0
1426701711.56, -196.95, 1.733, 0
1426701711.76, -190.6, 1.241, 0
1426701711.96, -177.89, 0.916, 0
1426701712.16, -171.54, 0.675, 0
1426701712.36, -171.54, 0.492, 0
1426701712.56, -165.18, 0.405, 0
1426701712.76, -133.42, 0.313, 0
1426701712.96, -108.01, 0.271, 0
1426701713.16, -25.41, 0.259, 0
1426701713.36, -6.35, 0.271, 0
1426701713.56, 12.71, 0.256, 0
1426701713.76, 127.06, 0.266, 0
1426701713.96, 895.81, 0.247, 0
1426701714.16, 972.05, 0.608, 0
1426701714.36, 965.69, 1.235, 0
1426701714.56, 1003.81, 2.13, 1
1426701714.76, 1016.52, 2.847, 1
1426701714.96, 921.22, 3.64, 0
1426701715.16, 787.8, 4.38, 0
1426701715.36, 749.68, 5.071, 0
1426701715.56, 584.5, 5.706, 0
1426701715.76, 412.96, 6.168, 0
1426701715.96, 336.72, 6.525, 0
1426701716.16, 165.18, 6.529, 0
1426701716.36, 88.95, 6.677, 0
